5152,"We Were Soldiers (2002)","2002-03-01","Randall Wallace","Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott,Chris Klein,Keri Russell,Barry Pepper,Ryan Hurst,Marc Blucas,Jsu Garcia,Jon Hamm,Clark Gregg,Desmond Harrington,Dylan Walsh,Brian Tee,Bellamy Young,Keith Szarabajka,Tim Abell,Patrick St. Esprit,Daniel Roebuck,Taylor Momsen,George Cheung"
5171,"Time Machine, The (2002)","2002-03-08","Simon Wells","Mark Addy, Guy Pearce, Sienna Guillory, Samantha Mumba, Orlando Jones, Jeremy Irons, Phyllida Law"
5218,"Ice Age (2002)","2002-03-15","Carlos Saldanha","Ray Romano, John Leguizamo, Denis Leary, Goran Visnjic, Jack Black, Cedric the Entertainer, Stephen Root, Diedrich Bader, Alan Tudyk, Jane Krakowski, Josh Hamilton, Denny Dillon, Tara Strong"
5219,"Resident Evil (2002)","2002-03-15","Paul W.S. Anderson","Eric Mabius, James Purefoy, Milla Jovovich, Michelle Rodriguez"
5225,"And Your Mother Too (Y tu mamá también) (2001)","2002-03-15","Alfonso Cuarón","Diego Luna, Gael García Bernal, Maribel Verdú"
5254,"Blade II (2002)","2002-03-22","Guillermo del Toro","Kris Kristofferson, Ron Perlman, Wesley Snipes, Leonor Varela, Norman Reedus, Thomas Kretschmann, Donnie Yen"
5266,"Panic Room (2002)","2002-03-29","David Fincher","Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart"
5294,"Frailty (2001)","2002-04-12","Bill Paxton","Powers Boothe, Matthew McConaughey, Matthew O'Leary, Bill Paxton"
5299,"My Big Fat Greek Wedding (2002)","2002-04-19","Joel Zwick","Nia Vardalos, Michael Constantine, John Corbett, Lainie Kazan, Andrea Martin, Joey Fatone"
5313,"The Scorpion King (2002)","2002-04-19","Chuck Russell","Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,Bernard Hill,Grant Heslov,Peter Facinelli,Ralf Moeller,Branscombe Richmond,Roger Rees,Joseph Ruskin,Nils Allen Stewart,\tK.D. Aubert,Al Leong,Tyler Mane"
5349,"Spider-Man (2002)","2002-05-03","Sam Raimi","Tobey Maguire, Kirsten Dunst, James Franco, Willem Dafoe, Bruce Campbell"
5377,"About a Boy (2002)","2002-05-17","Chris Weitz","Hugh Grant, Nicholas Hoult, Toni Collette, Madison Cook, Sharon Small, Natalia Tena, Rachel Weisz"
5378,"Star Wars: Episode II - Attack of the Clones (2002)","2002-05-16","George Lucas","Hayden Christensen, Christopher Lee, Ewan McGregor, Natalie Portman, Pernilla August, Frank Oz, Ian McDiarmid, Samuel L. Jackson, Anthony Daniels, Kenny Baker, Temuera Morrison, Ahmed Best, Jimmy Smits"
5388,"Insomnia (2002)","2002-05-24","Christopher Nolan","Al Pacino, Robin Williams, Hilary Swank, Maura Tierney"
5418,"Bourne Identity, The (2002)","2002-06-14","Doug Liman","Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Adewale Akinnuoye-Agbaje, Gabriel Mann, Walton Goggins, Josh Hamilton, Julia Stiles"
5419,"Scooby-Doo (2002)","2002-06-14","Raja Gosnell","Matthew Lillard, Freddie Prinze Jr., Linda Cardellini, Sarah Michelle Gellar"
5444,"Lilo & Stitch (2002)","2002-06-21","Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames"
5445,"Minority Report (2002)","2002-06-21","Steven Spielberg","Tom Cruise, Max von Sydow, Steve Harris, Neal McDonough, Patrick Kilpatrick, Jessica Capshaw, Richard Coca, Keith Campbell, Frank Grillo, Anna Maria Horsford, Colin Farrell, Samantha Morton, Daniel London, Lois Smith, Tim Blake Nelson, George Wallace, Kathryn Morris, Arye Gross, Ashley Crow, Mike Binder, Jason Antoon, Peter Stormare,  Victor Raider-Wexler, "
5459,"Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)","2002-07-03","Barry Sonnenfeld","Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Peter Spellos, Michael Bailey Smith, Joel McKinnon Miller, Rick Baker, Martha Stewart, Michael Jackson, Nick Cannon, Martin Klebba, Ernie Grunwald, Biz Markie, Peter Graves, Derek Mears, Gene LeBell, Matthew McGrory, Thomas Rosales Jr., Peter Siragusa, Brian Steele"
5464,"Road to Perdition (2002)","2002-07-12","Sam Mendes","Tom Hanks, Tyler Hoechlin, Rob Maxey, Paul Newman, Jennifer Jason Leigh, Jude Law, Daniel Craig, Ciarán Hinds"
5481,"Austin Powers in Goldmember (2002)","2002-07-26","Jay Roach","Mike Myers, Beyoncé Knowles, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage"
5502,"Signs (2002)","2002-08-02","M. Night Shyamalan","Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin"
5507,"xXx (2002)","2002-08-09","Rob Cohen","Vin Diesel, Samuel L. Jackson, Marton Csokas, Asia Argento"
5528,"One Hour Photo (2002)","2002-08-21","Mark Romanek","Robin Williams, Connie Nielsen, Dylan Smith, Michael Vartan,"
5574,"Transporter, The (2002)","2002-10-11","Corey Yuen","Jason Statham, Qi Shu, François Berléand, Matt Schulze, Ric Young"
5617,"Secretary (2002)","2002-09-20","Steven Shainberg","James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren, Stephen McHattie, Patrick Bauchau, Jessica Tuck, Oz Perkins, Amy Locane, "
5618,"Spirited Away (Sen to Chihiro no kamikakushi) (2001)","2002-09-20","Hayao Miyazaki","Rumi Hîragi, Miyu Irino, Mari Natsuki"
5620,"Sweet Home Alabama (2002)","2002-09-27","Andy Tennant","Patrick Dempsey, Josh Lucas, Candice Bergen, Reese Witherspoon"
5621,"Tuxedo, The (2002)","2002-09-27","Kevin Donovan","Jackie Chan, Jason Isaacs, Jennifer Love Hewitt, Debi Mazar, Peter Stormare, Ritchie Coster"
5630,"Red Dragon (2002)","2002-10-04","Brett Ratner","Ralph Fiennes, Anthony Hopkins, Harvey Keitel, Edward Norton, Philip Seymour Hoffman, Mary-Louise Parker, Ken Leung"
5669,"Bowling for Columbine (2002)","2002-08-30","Michael Moore","Michael Moore, Charlton Heston, Dick Clark"
5673,"Punch-Drunk Love (2002)","2002-10-11","Paul Thomas Anderson","Adam Sandler, Emily Watson, Philip Seymour Hoffman, Luis Guzmán, Jason Andrews, Don McManus"
5679,"Ring, The (2002)","2002-10-18","Gore Verbinski","Brian Cox, David Dorfman, Martin Henderson, Scott Menville, Naomi Watts"
5690,"Grave of the Fireflies (Hotaru no haka) (1988)","1994-10-01","Isao Takahata","Tsutomu Tatsumi, Ayano Shiraishi, Yoshiko Shinohara, Akemi Yamaguchi"
5785,"Jackass: The Movie (2002)","2002-10-25","Jeff Tremaine","Johnny Knoxville, Bam Margera, Chris Pontius, Steve-O, Ryan Dunn, Jason Acuña, Preston Lacy, Chris Raab, Tony Hawk"
5810,"8 Mile (2002)","2002-11-08","Curtis Hanson","Eminem, Mekhi Phifer, Kim Basinger, Brittany Murphy, Taryn Manning"
5816,"Harry Potter and the Chamber of Secrets (2002)","2002-11-15","Chris Columbus","Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Harris, Maggie Smith, Robbie Coltrane, Alan Rickman, Kenneth Branagh, John Cleese, Mark Williams, Julie Walters, Tom Felton, Jason Isaacs, David Bradley, Richard Griffiths, Fiona Shaw"
5872,"Die Another Day (2002)","2002-11-22","Lee Tamahori","Pierce Brosnan, Toby Stephens, Halle Berry, Rosamund Pike, Rick Yune, Judi Dench, John Cleese, Michael Madsen, Samantha Bond"
5881,"Solaris (2002)","2002-11-27","Steven Soderbergh","George Clooney, Jeremy Davies, Viola Davis, Natascha McElhone, Ulrich Tukur"
5882,"Treasure Planet (2002)","2002-11-27","Ron Clements","Joseph Gordon-Levitt, David Hyde Pierce, Brian Murray, Emma Thompson"
5888,"Brother (Brat) (1997)","1997-01-01","Aleksey Balabanov","Sergei Bodrov Jr., Viktor Sukhorukov"
5902,"Adaptation (2002)","2002-12-06","Spike Jonze","Nicolas Cage, Tilda Swinton, Chris Cooper, Meryl Streep, Brian Cox, Maggie Gyllenhaal"
5903,"Equilibrium (2002)","2002-12-06","Kurt Wimmer","Christian Bale, Dominic Purcell, Sean Bean, Sean Pertwee, William Fichtner, Angus Macfadyen, Taye Diggs, Emily Watson, David Hemmings"
5944,"Star Trek: Nemesis (2002)","2002-12-13","Stuart Baird","LeVar Burton, Jonathan Frakes, Brent Spiner, Patrick Stewart"
5952,"Lord of the Rings: The Two Towers, The (2002)","2002-12-18","Peter Jackson","Sean Astin, Ian McKellen, Viggo Mortensen, Elijah Wood, Christopher Lee, Cate Blanchett, Orlando Bloom, Billy Boyd, Brad Dourif, Bernard Hill, Dominic Monaghan, Miranda Otto, John Rhys-Davies, Andy Serkis, Karl Urban, David Wenham"
5954,"25th Hour (2002)","2002-12-19","Spike Lee","Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson, Brian Cox"
5956,"Gangs of New York (2002)","2002-12-20","Martin Scorsese","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham, Eddie Marsan, Alec McCowen, David Hemmings, Cara Seymour, Roger Ashton-Griffiths, Andrew Gallagher, Tim Pigott-Smith, Richard Graham, Richard Strange, David Bamber, Barbara Bouchet, Michael Byrne, John Sessions, Giovanni Lombardo Radice, Peter Berling, Sean McGinley, Leo Burmester, Angela Pleasence"
5971,"My Neighbor Totoro (Tonari no Totoro) (1988)","1993-05-07","Hayao Miyazaki","Noriko Hidaka, Chika Sakamoto, Shigesato Itoi, Sumi Shimamoto, Tanie Kitabayashi"
5989,"Catch Me If You Can (2002)","2002-12-25","Steven Spielberg","Leonardo DiCaprio, Tom Hanks, Martin Sheen, Christopher Walken"
5991,"Chicago (2002)","2002-12-27","Rob Marshall","Richard Gere, Queen Latifah, Renée Zellweger, Catherine Zeta-Jones, Taye Diggs, John C. Reilly"
5995,"Pianist, The (2002)","2002-12-27","Roman Polanski","Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard, Julia Rayner, Thomas Kretschmann"
6016,"City of God (Cidade de Deus) (2002)","2003-01-17","Fernando Meirelles","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Alice Braga"
6058,"Final Destination 2 (2003)","2003-01-31","David R. Ellis","A.J. Cook, Ali Larter, Michael Landes, Tony Todd"
6155,"How to Lose a Guy in 10 Days (2003)","2003-02-07","Donald Petrie","Kate Hudson, Matthew McConaughey, Kathryn Hahn, Adam Goldberg, Thomas Lennon, Michael Michele, Shalom Harlow, Robert Klein, Bebe Neuwirth, Celia Weston, Tony Longo, Marv Albert"
6157,"Daredevil (2003)","2003-02-14","Mark Steven Johnson","Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan, Jon Favreau, Scott Terra, Ellen Pompeo, Joe Pantoliano, Leland Orser, Lennie Loftin, Erick Avari, Derrick O'Connor, Paul Ben-Victor, David Keith, John Rothman, Pat Crawford Brown, Kevin Smith, Stan Lee, Greg Collins, Robert Iler, Kane Hodder, Mark Margolis, "
6188,"Old School (2003)","2003-02-21","Todd Phillips","Luke Wilson, Will Ferrell, Vince Vaughn, Jeremy Piven, Ellen Pompeo, Juliette Lewis, Leah Remini, Perrey Reeves, Craig Kilborn, Elisha Cuthbert, Seann William Scott, Matt Walsh, Artie Lange, Patrick Fischler, Sara Tanaka, Harve Presnell, Andy Dick"
6242,"Ringu (Ring) (1998)","1998-01-31","Hideo Nakata","Nanako Matsushima, Miki Nakatani, Hiroyuki Sanada, Yuko Takeuchi, Rikiya Otaka, Rie Inou"
6281,"Phone Booth (2002)","2003-04-04","Joel Schumacher","Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell, Katie Holmes, Paula Jai Parker, Tia Texada, Richard T. Jones, Josh Pais, Ben Foster"
6287,"Anger Management (2003)","2003-04-11","Peter Segal","Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Jonathan Loughran"
6323,"Identity (2003)","2003-04-25","James Mangold","John Cusack, Ray Liotta, Amanda Peet, John Hawkes, Clea Duvall"
6333,"X2: X-Men United (2003)","2003-05-02","Bryan Singer","Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden, Anna Paquin, Rebecca Romijn, Brian Cox, Alan Cumming, Bruce Davison, Aaron Stanford, Shawn Ashmore, Kelly Hu, Katie Stuart, Daniel Cudmore"
6365,"Matrix Reloaded, The (2003)","2003-05-15","Andy Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Monica Bellucci, Lambert Wilson, Gloria Foster, Harold Perrineau Jr., Nona Gaye"
6373,"Bruce Almighty (2003)","2003-05-23","Tom Shadyac","Jim Carrey, Jennifer Aniston, Morgan Freeman, Steve Carell, Philip Baker Hall, Catherine Bell"
6377,"Finding Nemo (2003)","2003-05-30","Andrew Stanton","Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Stephen Root, Vicki Lewis, Geoffrey Rush, Elizabeth Perkins, Barry Humphries, Eric Bana, Bruce Spence, Erik Per Sullivan, John Ratzenberger"
6378,"Italian Job, The (2003)","2003-05-30","F. Gary Gray","Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham, Seth Green, Mos Def, Edward Norton"
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)","2003-06-06","John Singleton","Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser, Ludacris"
6440,"Barton Fink (1991)","1991-01-01","Joel Coen","John Turturro, John Goodman, Judy Davis, Michael Lerner"
6502,"28 Days Later (2002)","2003-06-27","Danny Boyle","Cillian Murphy, Naomie Harris, Noah Huntley, Brendan Gleeson, Megan Burns, Stuart McQuarrie, Ricci Harnett, Christopher Eccleston"
6503,"Charlie's Angels: Full Throttle (2003)","2003-06-27","McG","Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover"
6534,"Hulk (2003)","2003-06-20","Ang Lee","Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte"
6537,"Terminator 3: Rise of the Machines (2003)","2003-07-02","Jonathan Mostow","Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Christopher Lawford, M.C. Gainey, Michael Papajohn, William O'Leary, Chris Hardwick"
6539,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)","2003-07-09","Gore Verbinski","Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Jonathan Pryce, Zoe Saldana, Kevin McNally"
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)","2003-07-11","Stephen Norrington","Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran, Stuart Townsend, Shane West, Jason Flemyng, Richard Roxburgh"
6548,"Bad Boys II (2003)","2003-07-18","Michael Bay","Martin Lawrence, Will Smith, Gabrielle Union, Joe Pantoliano"
6564,"Lara Croft Tomb Raider: The Cradle of Life (2003)","2003-07-25","Jan de Bont","Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie, Noah Taylor, Djimon Hounsou, Til Schweiger, Simon Yam, Terence Yin, "
6586,"American Wedding (American Pie 3) (2003)","2003-08-01","Jesse Dylan","Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas, Thomas Ian Nicholas, Eugene Levy"
6593,"Freaky Friday (2003)","2003-08-06","Mark Waters","Jamie Lee Curtis, Lindsay Lohan, Harold Gould, Janet Choi"
6595,"S.W.A.T. (2003)","2003-08-08","Clark Johnson","Samuel L. Jackson, Colin Farrell, Jeremy Renner, Michelle Rodriguez"
6615,"Freddy vs. Jason (2003)","2003-08-15","Ronny Yu","Robert Englund, Ken Kirzinger, Monica Keena, Kelly Rowland"
6618,"Shaolin Soccer (Siu lam juk kau) (2001)","2004-04-02","Stephen Chow","Stephen Chow, Vicki Zhao, Ng Man-Tat, Yin Tse, Cecilia Cheung, Lau Kar-Ying, Karen Mok, Alan Tam"
6707,"Cabin Fever (2002)","2003-09-12","Eli Roth","Jordan Ladd, Rider Strong, James DeBello, Cerina Vincent"
6708,"Matchstick Men (2003)","2003-09-12","Ridley Scott","Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce McGill"
6711,"Lost in Translation (2003)","2003-09-12","Sofia Coppola","Bill Murray, Scarlett Johansson, Anna Faris, Giovanni Ribisi"
6724,"Paper Moon (1973)","1973-05-09","Peter Bogdanovich","Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman"
6731,"Day of the Dead (1985)","1985-01-01","George A. Romero","Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy"
6754,"Underworld (2003)","2003-09-19","Len Wiseman","Kate Beckinsale, Scott Speedman, Shane Brolly, Michael Sheen"
6774,"Videodrome (1983)","1983-01-01","David Cronenberg","James Woods, Sonja Smits, Deborah Harry, Peter Dvorsky"
6787,"All the President's Men (1976)","1976-04-07","Alan J. Pakula","Dustin Hoffman, Robert Redford, Jack Warden, Martin Balsam, Jason Robards"
6796,"Boyz N the Hood (1991)","1991-01-01","John Singleton","Laurence Fishburne, Cuba Gooding Jr., Ice Cube, Morris Chestnut"
6807,"Monty Python's The Meaning of Life (1983)","1983-03-31","Terry Jones","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, \tMichael Palin"
6863,"School of Rock (2003)","2003-10-03","Richard Linklater","Jack Black, Joan Cusack, Mike White, Sarah Silverman"
6870,"Mystic River (2003)","2003-10-08","Clint Eastwood","Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark, Eli Wallach"
6874,"Kill Bill: Vol. 1 (2003)","2003-10-10","Quentin Tarantino","Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen, Lucy Liu, Vivica A. Fox, Julie Dreyfus, Sonny Chiba"
6880,"Texas Chainsaw Massacre, The (2003)","2003-10-17","Marcus Nispel","Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel, Eric Balfour, R. Lee Ermey, Terrence Evans, John Larroquette"
6888,"Scary Movie 3 (2003)","2003-10-24","David Zucker","Anna Faris, Charlie Sheen, Regina Hall, Denise Richards, Anthony Anderson, Simon Rex"
6889,"Brother Bear (2003)","2003-10-24","Aaron Blaise","Joaquin Phoenix, Hope Levy, Jeremy Suarez, Rick Moranis"
6890,"Elephant (2003)","2003-10-24","Gus Van Sant","Alex Frost, Eric Deulen, John Robinson, Elias McConnell"
6934,"Matrix Revolutions, The (2003)","2003-11-05","Andy Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Monica Bellucci, Lambert Wilson, Harold Perrineau Jr., Nona Gaye"
6936,"Elf (2003)","2003-11-07","Jon Favreau","Will Ferrell, James Caan, Bob Newhart, Edward Asner, Mary Steenburgen, Patrick Baynham, Zooey Deschanel, Amy Sedaris, Michael Lerner, Andy Richter, Artie Lange"
6942,"Love Actually (2003)","2003-11-07","Richard Curtis","Bill Nighy, Hugh Grant, Laura Linney, Liam Neeson, Martine McCutcheon, Rowan Atkinson, Keira Knightley, Emma Thompson, Alan Rickman, Martin Freeman, Chiwetel Ejiofor, Kris Marshall, Billy Bob Thornton"
6947,"Master and Commander: The Far Side of the World (2003)","2003-11-14","Peter Weir","Russell Crowe, Paul Bettany, James D'Arcy, Edward Woodall, David Threlfall, Chris Larkin"
6953,"21 Grams (2003)","2003-10-19","Alejandro González Iñárritu","Sean Penn, Naomi Watts, Benicio Del Toro, Charlotte Gainsbourg"
6957,"Bad Santa (2003)","2003-11-26","Terry Zwigoff","Billy Bob Thornton, Lauren Graham, Bernie Mac, John Ritter, Tony Cox, Brett Kelly, Lauren Tom, Ajay Naidu"
6975,"Funny Games (1997)","1998-03-11","Michael Haneke","Susanne Lothar, Ulrich Mühe, Arno Frisch, Frank Giering"
6979,"WarGames (1983)","1983-06-03","John Badham","Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy, Barry Corbin, John Spencer"
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)","1921-03-19","Robert Wiene","Werner Krauss, Conrad Veidt, Friedrich Feher, Lil Dagover"
7022,"Battle Royale (Batoru rowaiaru) (2000)","2001-03-23","Kinji Fukasaku","Tatsuya Fujiwara, Aki Maeda, Taro Yamamoto, Masanobu Ando, Kou Shibasaki, Chiaki Kuriyama, Takeshi Kitano"
7046,"Witches of Eastwick, The (1987)","1987-06-12","George Miller","Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer, Veronica Cartwright"
7090,"Hero (Ying xiong) (2002)","2004-08-20","Yimou Zhang","Jet Li, Tony Leung Chiu Wai, Maggie Cheung, Ziyi Zhang, Daoming Chen, Donnie Yen"
7099,"Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)","1985-06-01","Hayao Miyazaki","Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya, Ichirô Nagai"
7123,"Naked Lunch (1991)","1991-12-27","David Cronenberg","Peter Weller, Judy Davis, Ian Holm, Julian Sands, Roy Scheider"
7143,"Last Samurai, The (2003)","2003-12-05","Edward Zwick","Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg, Billy Connolly, Tony Goldwyn, Masato Harada, Masashi Odate, Timothy Spall, Togo Igawa, Hiroyuki Sanada, Scott Wilson, Hiroshi Watanabe"
7147,"Big Fish (2003)","2003-12-10","Tim Burton","Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange, Helena Bonham Carter, Alison Lohman, Steve Buscemi, Danny DeVito, Matthew McGrory"
7153,"Lord of the Rings: The Return of the King, The (2003)","2003-12-17","Peter Jackson","Sean Astin, Ian McKellen, Viggo Mortensen, Elijah Wood, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Bernard Hill, Ian Holm, Dominic Monaghan, Miranda Otto, John Rhys-Davies, Andy Serkis, Liv Tyler, Karl Urban, Hugo Weaving, David Wenham"
7160,"Monster (2003)","2003-11-16","Patty Jenkins","Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen, Annie Corley, Pruitt Taylor Vince, Marc Macaulay, Scott Wilson, Kane Hodder, "
